Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,293.9800109863281,295.70001220703125,289.7900085449219,292.5,283.7741394042969,2543400
2020-01-03,287.2699890136719,291.8800048828125,284.3599853515625,289.5400085449219,280.9024963378906,2711400
2020-01-06,288.0,291.6600036621094,287.2200012207031,291.54998779296875,282.85247802734375,3079100
2020-01-07,290.70001220703125,291.489990234375,287.5799865722656,289.7900085449219,281.1450500488281,2492900
2020-01-08,291.5,297.3800048828125,290.0400085449219,295.8999938964844,287.07275390625,3379200
2020-01-09,294.2900085449219,297.20001220703125,293.7200012207031,294.2200012207031,285.44287109375,2838200
2020-01-10,296.07000732421875,296.07000732421875,292.2099914550781,295.1300048828125,286.3257141113281,2477900
2020-01-13,294.3699951171875,294.45001220703125,285.0199890136719,285.8500061035156,277.3226318359375,6994900
2020-01-14,285.6000061035156,288.239990234375,284.25,288.239990234375,279.6412658691406,6056300
2020-01-15,289.0199890136719,299.6400146484375,289.0,296.4100036621094,287.5675354003906,6081300
2020-01-16,298.0,300.989990234375,295.92999267578125,300.739990234375,291.768310546875,3710300
2020-01-17,300.010009765625,300.70001220703125,295.8800048828125,298.4700012207031,289.56610107421875,4632200
2020-01-21,296.8900146484375,302.5400085449219,296.010009765625,300.5299987792969,291.5646667480469,4962800
2020-01-22,301.989990234375,302.1300048828125,297.3500061035156,300.5899963378906,291.6228332519531,3117600
2020-01-23,300.010009765625,300.5799865722656,296.6499938964844,299.4599914550781,290.52655029296875,3169600
2020-01-24,298.3399963378906,299.92999267578125,291.55999755859375,292.80999755859375,284.074951171875,3678500
2020-01-27,288.0,288.0799865722656,280.07000732421875,284.0899963378906,275.6150817871094,4399400
2020-01-28,283.9100036621094,288.3699951171875,283.29998779296875,285.8699951171875,277.34197998046875,4341000
2020-01-29,284.0,286.19000244140625,280.8900146484375,282.8999938964844,274.4606018066406,3963800
2020-01-30,281.8399963378906,281.8399963378906,275.9200134277344,280.9800109863281,272.5978698730469,4211800
2020-01-31,278.1700134277344,278.7799987792969,271.17999267578125,272.45001220703125,264.3222961425781,5532600
2020-02-03,275.1300048828125,276.8500061035156,270.82000732421875,274.0199890136719,265.8454895019531,5646800
2020-02-04,277.2799987792969,283.5,276.8800048828125,280.8399963378906,272.4620361328125,4290200
2020-02-05,285.6000061035156,297.0,285.44000244140625,295.7300109863281,286.9078674316406,5761000
2020-02-06,297.0,297.2699890136719,290.0,292.4599914550781,283.7354431152344,3044000
2020-02-07,292.8699951171875,293.3900146484375,288.9100036621094,289.2200012207031,280.5920104980469,3425900
2020-02-10,286.2300109863281,289.2900085449219,285.45001220703125,287.0299987792969,278.4673767089844,3147400
2020-02-11,286.8500061035156,291.57000732421875,285.8999938964844,290.7900085449219,282.1152038574219,2992200
2020-02-12,295.0,305.0,294.010009765625,303.4800109863281,294.4266357421875,6701900
2020-02-13,300.1400146484375,305.8999938964844,300.1400146484375,302.20001220703125,293.1848449707031,3565500
2020-02-14,302.2099914550781,303.9700012207031,297.30999755859375,298.7799987792969,289.8668212890625,2485600
2020-02-18,299.6700134277344,303.3500061035156,299.0,302.1400146484375,293.1266174316406,3241700
2020-02-19,303.3699951171875,306.7099914550781,302.7300109863281,305.30999755859375,296.2020263671875,3021100
2020-02-20,303.20001220703125,304.1600036621094,297.8900146484375,302.1300048828125,293.1169128417969,2885500
2020-02-21,300.4700012207031,302.510009765625,298.6099853515625,301.42999267578125,292.4378356933594,2987100
2020-02-24,286.8900146484375,288.989990234375,277.6400146484375,277.7900085449219,269.5030212402344,8790600
2020-02-25,280.1499938964844,281.9800109863281,262.010009765625,263.3900146484375,255.53262329101562,8171200
2020-02-26,264.7200012207031,269.8299865722656,258.7099914550781,263.0,255.15420532226562,6806600
2020-02-27,258.4200134277344,262.1499938964844,252.07000732421875,253.9199981689453,246.3450927734375,7604300
2020-02-28,246.1999969482422,257.1000061035156,245.3000030517578,254.9600067138672,247.35409545898438,9961000
2020-03-02,257.3399963378906,273.239990234375,250.32000732421875,273.1099853515625,264.9626159667969,8866300
2020-03-03,275.3500061035156,280.3500061035156,259.2300109863281,261.3999938964844,253.6019287109375,9188100
2020-03-04,290.0,295.8399963378906,282.2099914550781,289.4200134277344,280.7861328125,14533000
2020-03-05,281.6000061035156,289.4200134277344,279.94000244140625,282.9599914550781,274.51873779296875,5908400
2020-03-06,275.4200134277344,284.9700012207031,271.8999938964844,283.8699951171875,275.40167236328125,5361900
2020-03-09,264.4599914550781,281.44000244140625,259.239990234375,273.44000244140625,265.28277587890625,8070700
2020-03-10,279.7200012207031,283.8999938964844,272.5,280.0,271.6470642089844,7366000
2020-03-11,274.760009765625,285.239990234375,273.260009765625,277.7799987792969,269.4933166503906,7744600
2020-03-12,260.0,272.2300109863281,250.0,250.41000366210938,242.9398193359375,10496600
2020-03-13,260.989990234375,273.2200012207031,242.27000427246094,272.0400085449219,265.0677490234375,9308400
2020-03-16,243.9199981689453,245.67999267578125,223.9499969482422,225.0399932861328,219.27235412597656,10303500
2020-03-17,230.82000732421875,248.75999450683594,228.2899932861328,244.22000122070312,237.96078491210938,9642200
2020-03-18,225.75,231.4499969482422,200.19000244140625,217.05999755859375,211.4968719482422,12917500
2020-03-19,216.97999572753906,226.1199951171875,208.94000244140625,219.8000030517578,214.16665649414062,8065200
2020-03-20,223.17999267578125,232.63999938964844,203.4600067138672,206.58999633789062,201.2952117919922,9364100
2020-03-23,202.0399932861328,205.75,187.72000122070312,194.86000061035156,189.8658447265625,10654500
2020-03-24,202.13999938964844,220.27000427246094,199.0,219.8000030517578,214.16665649414062,8894400
2020-03-25,219.08999633789062,247.50999450683594,216.0,234.49000549316406,228.48016357421875,10014000
2020-03-26,234.02999877929688,257.9599914550781,232.3000030517578,255.38999938964844,248.84449768066406,7517600
2020-03-27,242.94000244140625,251.60000610351562,238.24000549316406,242.4499969482422,236.2361297607422,4879500
2020-03-30,242.63999938964844,254.08999633789062,242.63999938964844,251.27999877929688,244.83984375,5329000
2020-03-31,243.47999572753906,254.52999877929688,243.0,249.3800048828125,242.98854064941406,5450000
2020-04-01,238.69000244140625,246.61000061035156,235.44000244140625,237.32000732421875,231.2376251220703,4548800
2020-04-02,235.3000030517578,242.0,226.02999877929688,240.44000244140625,234.2776641845703,4636800
2020-04-03,238.32000732421875,239.33999633789062,227.27000427246094,229.49000549316406,223.6083221435547,4650300
2020-04-06,240.0,249.2899932861328,235.1199951171875,248.33999633789062,241.97520446777344,6365900
2020-04-07,259.80999755859375,266.7099914550781,246.5399932861328,248.0399932861328,241.68287658691406,4984100
2020-04-08,247.69000244140625,269.1600036621094,246.25999450683594,267.8299865722656,260.9656982421875,6390200
2020-04-09,265.0,270.3999938964844,261.6000061035156,264.1300048828125,257.36053466796875,4923300
2020-04-13,262.05999755859375,264.9599914550781,258.17999267578125,263.510009765625,256.75640869140625,2964900
2020-04-14,269.0,273.07000732421875,267.0,270.5,263.56719970703125,4778900
2020-04-15,276.3299865722656,282.989990234375,270.67999267578125,281.67999267578125,274.460693359375,7841800
2020-04-16,283.44000244140625,300.0,280.010009765625,298.42999267578125,290.7813720703125,7738900
2020-04-17,300.989990234375,304.0,287.1000061035156,290.55999755859375,283.1131286621094,5857500
2020-04-20,285.29998779296875,289.010009765625,281.2699890136719,282.1400146484375,274.9089050292969,4072600
2020-04-21,274.95001220703125,280.0,273.25,274.19000244140625,267.1626892089844,3977500
2020-04-22,279.5799865722656,283.82000732421875,276.7099914550781,277.0199890136719,269.92010498046875,3663300
2020-04-23,279.05999755859375,288.4599914550781,278.5400085449219,285.3299865722656,278.0171203613281,4420500
2020-04-24,287.2900085449219,291.8999938964844,284.0,291.2900085449219,283.8244323730469,3265000
2020-04-27,293.2099914550781,296.8599853515625,290.6300048828125,293.9800109863281,286.44549560546875,3706200
2020-04-28,298.0,298.25,285.6199951171875,288.3599853515625,280.969482421875,3862900
2020-04-29,292.0,292.75,286.1000061035156,287.6499938964844,280.2776794433594,4258400
2020-04-30,286.6499938964844,295.0,285.5199890136719,292.4700012207031,284.9741516113281,7631700
2020-05-01,288.3900146484375,289.0,279.6000061035156,284.510009765625,277.21820068359375,3526100
2020-05-04,284.489990234375,287.94000244140625,282.1099853515625,287.5400085449219,280.1705322265625,2894200
2020-05-05,289.9599914550781,296.0,287.2900085449219,293.0400085449219,285.529541015625,2501300
2020-05-06,295.1000061035156,297.67999267578125,288.44000244140625,288.7699890136719,281.36895751953125,2579200
2020-05-07,291.05999755859375,292.2900085449219,284.5199890136719,285.0,277.69561767578125,3162300
2020-05-08,289.489990234375,290.0,285.6600036621094,287.0,279.6443786621094,3200000
2020-05-11,285.55999755859375,290.1000061035156,285.260009765625,288.69000244140625,281.291015625,3490700
2020-05-12,291.7699890136719,293.1499938964844,287.70001220703125,287.70001220703125,280.3264465332031,4214300
2020-05-13,284.489990234375,286.3999938964844,275.55999755859375,278.0,270.8749694824219,5474100
2020-05-14,275.92999267578125,292.45001220703125,275.6400146484375,290.6099853515625,283.1617736816406,5704600
2020-05-15,292.4100036621094,300.0,290.7200012207031,290.9599914550781,283.50286865234375,12182800
2020-05-18,298.4800109863281,299.7200012207031,292.0199890136719,293.3599853515625,285.8413391113281,4015100
